buggyCode,correctedCode
"#include <stdio.h>
int main(){
    int i,j,k,p,v,n,b,l;
    int a[101];
    scanf(""%d"",&n);
    for(i=1;i<=n;i=i+1;){
        scanf(""%d"",&b);
        a[i]=b;
    }
    for(i=1;i<=n;i=i+1;){
        for(j=1;j<=n;j++){
            if((i!=j)&&(a[i]==a[j])){
            k=a[i];
            i=v;
            }
            
        }
    }
    for(i=1;;i=a[i-1]){
        p=p+1;
        if(a[i]==k){e++;
            if(e==2){
                l=p;
                printf(""%d "",l);}
            else if(e==3){
                flag=1;
                printf(""%d"",p-l);
            }    
        }
    }
            if(flag)break;
    // Insert your code here
    return 0;
}","#include <stdio.h>
int main(){
    int i,j,k,p=0,v=1,n,b,flag,l,e=0;
    int a[101];
    scanf(""%d"",&n);
    for(i=1;i<=n;i=i+1){
        scanf(""%d"",&b);
        a[i]=b;
    }
    for(i=1;i<=n;i=i+1){
        for(j=1;j<=n;j++){
            if((i!=j)&&(a[i]==a[j])){
            k=a[i];
            i=v;
            }
        }
    }
    for(i=1;;i=a[i-1]){
        p=p+1;
        if(a[i]==k){
            e++;
            if(e==2){
                l=p;
                printf(""%d "",l);}
            else if(e==3){
                flag=1;
                printf(""%d"",p-l);
            }    
        }
            if(flag)break;
    }        
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
    int n,i,j,arr[n],count[n];
    scanf(""%d\n"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d\n"",&arr[i]);
    }
    for(j=0;j<n;j++)
    {
        for(i=0;i<n;i++)
        {
            if(arr[j]==arr[i])
            {
                count[j]=count[j]+1;
            }
        }
    }
    for(j=0;j<n;j++)
    {
        for(i=0;i<n;i++)
        {
            if(count[j]>count[j+i])
        }
        if(count[j]>count[j+i])
        break;
    }
    printf(""%d"",count[j]-1);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
    int n,i,j,arr[n],count[n];
    scanf(""%d\n"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d\n"",&arr[i]);
    }
    for(j=0;j<n;j++)
    {
        for(i=0;i<n;i++)
        {
            if(arr[j]==arr[i])
            {
                count[j]=count[j]+1;
            }
        }
    }
    for(j=0;j<n;j++)
    {
        for(i=0;i<n;i++)
        {
            if(count[j]>count[j+i])
            break;
        }
        if(count[j]>count[j+i])
        break;
    }
    printf(""%d"",count[j]-1);
	return 0;
}"
"#include <stdio.h>
int main(){
    int n,i;
    scanf(""%d"",&n);
    int arr[2*n];
    for(i=0;i<2*n;i++){
         scanf(""%d"",&arr[i]);
    }
    int p=0;
    int q=1,s;
    int min=1000;
    while(q<2*n&&p<2*n){
            if(arr[p]==arr[q]){
                    s=q-p;
            }
            q++;
            if(q==2*n){
                    p++;
                    q=p+1;
            }
            if(s<min){
                    min=s;
            }
    }
    printf(""%d"",);
    return 0;
}","#include <stdio.h>
int main(){
    int n,i;
    scanf(""%d"",&n);
    int arr[2*n];
    for(i=0;i<2*n;i++){
         scanf(""%d"",&arr[i]);
    }
    int p=0;
    int q=1,s;
    int min=1000;
    while(q<2*n&&p<2*n){
            if(arr[p]==arr[q]){
                    s=q-p;
            }
            q++;
            if(q==2*n){
                    p++;
                    q=p+1;
            }
            if(s<min){
                    min=s;
            }
    }
    printf(""%d"",min);
    return 0;
}"
"#include <stdio.h>

int main()
{
    int n,d,i;
    scanf(""%d\n"",&n);
    int a[n+1000];
    for(i=0;i<n;i++)
        scanf(""%d"",&a[i]);
    scanf(""%d"",&d);
   for(i=0;i<n-d;i++)
   a[n+i]=a[i];
   for(i=n-d;i<2n-d-1)
   printf(""%d"",a[i])
    return 0;
    
}","#include <stdio.h>
int main()
{
    int n,d,i;
    scanf(""%d\n"",&n);
    int a[n+1000];
    for(i=0;i<n;i++)
        scanf(""%d"",&a[i]);
    scanf(""%d"",&d);
   for(i=0;i<n-d;i++)
   a[n+i]=a[i];
   for(i=(n-d);i<(2*n-d-1);i++)
   printf(""%d"",a[i]);
    return 0;
}"
"#include<stdio.h>
int main()  {
int i,j,a,n;

scanf(""%d"",&n);
for(i=1;i<=n;i++){
    for(j=1;j<=n;j++){
    scanf(""%d"",&a);
    }
}    
if((i==j)&&(a==1)){
    if((i=!j)&&(a==0)){
        printf(""identity"");
    }else{
        printf(""'a'"");
    }
}
else{
    printf(""not"");
}","#include<stdio.h>
int main()  {
int i,j,a,n;
scanf(""%d"",&n);
for(i=1;i<=n;i++){
    for(j=1;j<=n;j++){
    scanf(""%d"",&a);
    }
}    
if((i==j)&&(a==1)){
    if((i=!j)&&(a==0)){
        printf(""identity"");
    }else{
        printf(""'a'"");
    }
}
else{
    printf(""not"");
}
return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
#include <math.h>
int main() {
	double a;
	double b,d;
	double s=0;
	int n,i;
	scanf(""%lf"",&a);
	scanf(""%lf"",&b);
	scanf(""%d"",&n);
	d=(b-a)/n;  //size off interval
	printf(""%.2lf"",d);
	int p[n+1];
	for(i=0;i<n+1;i++)
	{
	    p[i]=b+i*d;
	}
	int h[n+1];
	for(i=0;i<n+1;i++)
	{
	    h[i]=2*((p[i])pow(3))-8*p[i];
	    if(h[i]<0)
	    {
	        h[i]=-h[i];
	    }
	    else
	    h[i]=h[i];
	}
	int c[n];  //no. of intervals
   for(i=0;i<n;i++)
   {
       c[i]=h[i]*d;
       s=s+c[i];
   }
   printf(""%lf"",s);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
#include <math.h>
int main() {
	double a;
	double b,d;
	double s=0;
	int n,i;
	scanf(""%lf"",&a);
	scanf(""%lf"",&b);
	scanf(""%d"",&n);
	d=(b-a)/n;  //size off interval
	printf(""%.2lf"",d);
	int p[n+1];
	for(i=0;i<n+1;i++)
	{
	    p[i]=b+i*d;
	}
	int h[n+1];
	for(i=0;i<n+1;i++)
	{
	    h[i]=2*(p[i]*p[i]*p[i])-8*p[i];
	    if(h[i]<0)
	    {
	        h[i]=-h[i];
	    }
	    else
	    h[i]=h[i];
	}
	int c[n];  //no. of intervals
   for(i=0;i<n;i++)
   {
       c[i]=h[i]*d;
       s=s+c[i];
   }
   printf(""%lf"",s);
	return 0;
}"
"#include <stdio.h>
int main(){
int k,b;
scanf(""%d\n%d"",&k,&b);
int s[b];
int x,y;
for(x=0;x<b;x++){
    scanf(""%d"",&y);
    s[x]=y;
}
int m;
int l=0;
for(m=0;m<b-1;m++){
    if(k==(2*n-1)){printf(""lucky"");l=k;}
    
}
if(l!=k)printf(""unlucky"");
    return 0;
}","#include <stdio.h>
int main(){
int k,b;
scanf(""%d\n%d"",&k,&b);
int s[b];
int x,y;
for(x=0;x<b;x++){
    scanf(""%d"",&y);
    s[x]=y;
}
int m;
int l=0;
for(m=0;m<b-1;m++){
    if(k==(2*m-1)){printf(""lucky"");l=k;}
}
if(l!=k) printf(""unlucky"");
    return 0;
}"
"#include <stdio.h>

int main() {
	int i,j,s[50],n,y=1;
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
	{
	    scanf(""%d"",&s[i]);
	    for(j=0;j<=i;j++)
	    {
	        if(s[i]==s[j])
	        {
	            printf(""YES"");
	            y=0;
	            break;
	        }
	        if(y==0)
	        break;
	    }
	    if(i==n)
	    printf(""NO"");
	return 0;
}","#include <stdio.h>
int main() {
	int i,j,s[50],n,y=1;
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
	{
	    scanf(""%d"",&s[i]);
	    for(j=0;j<=i;j++)
	    {
	        if(s[i]==s[j])
	        {
	            printf(""YES"");
	            y=0;
	            break;
	        }
	        if(y==0)
	        break;
	    }
	}
	    if(i==n)
	    printf(""NO"");
	return 0;
}"
"#include <stdio.h>

int main()
{
    int count=0;
    int ch;
    int i,n,k,j;
    int s[count]
    int x=0;
    int sum=0;
    scanf(""%d"",&n);
    ch=getchar();
    while(ch!=EOF&&count<2*n)
    {
        s[count]=ch;
        count=count+1;
        ch=getchar();
    }
    for(count=1;count<2*n;count=count+2)
    {
        if(s[count]==',')
        {
            continue;
    }
    else { return 0; }
    }
    for(k=1;k<=2*n;k++)
    {
        for(j=0;j<2*n;j=j+2)
        {
            if(s[j]==k)
            {
                sum=sum+1;
            }
            else { sum=sum+0; }
        }
        if(sum==k)
        { x=1;}
        else {
            break;
        }
        sum=0;
    }
    if(x==1)
    {
        printf(""Yes"");
    }
    else{ printf(""No""); }
    
    return 0;
    
}","#include <stdio.h>
int main()
{
    int count=0;
    int ch;
    int n,k,j;
    int s[count];
    int x=0;
    int sum=0;
    scanf(""%d"",&n);
    ch=getchar();
    while(ch!=EOF&&count<2*n)
    {
        s[count]=ch;
        count=count+1;
        ch=getchar();
    }
    for(count=1;count<2*n;count=count+2)
    {
        if(s[count]==',')
        {
            continue;
    }
    else { return 0; }
    }
    for(k=1;k<=2*n;k++)
    {
        for(j=0;j<2*n;j=j+2)
        {
            if(s[j]==k)
            {
                sum=sum+1;
            }
            else { sum=sum+0; }
        }
        if(sum==k)
        { x=1;}
        else {
            break;
        }
        sum=0;
    }
    if(x==1)
    {
        printf(""Yes"");
    }
    else{ printf(""No""); }
    return 0;
}"
"#include <stdio.h>
int main(){
    int k,n;
    scanf(""%d %d"",&k,&n);
    int i;
    int num[100];
    scanf(""%d"",&num[100]);
    
    for(i=0;i<=100;i++){
    

    if(k==(num[i]+num[i])
            printf(""lucky"");break;
    else{
            printf(""unlucky"");
    } 
    
    // Insert your code here
    return 0;}
}","#include <stdio.h>
int main(){
    int k,n;
    scanf(""%d %d"",&k,&n);
    int i;
    int num[100];
    scanf(""%d"",&num[100]);
    for(i=0;i<=100;i++){
    if(k==(num[i]+num[i])){
            printf(""lucky"");break;}
    else{
            printf(""unlucky"");
    } 
    return 0;}
}"
"#include <stdio.h>

int main(){
    int a1,a2,n;
    scanf(""%d %d %d"",&a1,&a2,&n);
    int T(1)=a1;
    int T(2)=a2;
    int i;
    for(i=3;i<=n;i++)
    {
        T(i)=T(i-1)+T(i-2)-2;
    }
    printf(""%d"",T(n))
 
 
    
    return 0;
}","#include <stdio.h>
int main(){
    int a1,a2,n;
    scanf(""%d %d %d"",&a1,&a2,&n);
int i,res=0;
for(i=3;i<=n;i++)
{
    res=(a1+a2)-2;
    a2=res;
    a1=a2;
}
printf(""%d"",res);
return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c ;
	scanf(""%d%d%d"",&a,&b,&c);
	if(a+b>c&&b+c>a&&c+a>b) 
	{ if(a*a==b*b+c*c||b*b==a*a+c*c||c*c==a*a+b*b)}
	printf(""Right Triangle"");
	else printf(""Not Right Triangle"");
	}
	else printf(""Cannot Form a Triangle"");
	return 0 ;
}
}
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c ;
	scanf(""%d%d%d"",&a,&b,&c);
	if(a+b>c&&b+c>a&&c+a>b) 
	{ if(a*a==b*b+c*c||b*b==a*a+c*c||c*c==a*a+b*b)
	printf(""Right Triangle"");
	else printf(""Not Right Triangle"");
	}
	else printf(""Cannot Form a Triangle"");
	return 0 ;
}"
"#include <stdio.h>

int main()
{
    int h,p=0,diff,t=1001;
    scanf(""%d\n"",&h);
    scanf(""%d\n"",&p);
    for(int i=0;i<p;i++)
    {
    scanf(""%d"",&k);
    if((k-t)<0)
    {
        t=k;
        diff=k-t;
        if(i>0)
        h=h-diff
    }
    
    }
    if(h>0)
    printf(""Yes"");
    else
    printf(""No"");

    return 0; 
    
}","#include <stdio.h>
int main()
{
    int h,p=0,diff,t=1001,k;
    scanf(""%d\n"",&h);
    scanf(""%d\n"",&p);
    for(int i=0;i<p;i++)
    {
    scanf(""%d"",&k);
    if((k-t)<0)
    {
        t=k;
        diff=k-t;
        if(i>0)
        h=h+diff;
    }
    }
    if(h>0)
    printf(""Yes"");
    else
    printf(""No"");
    return 0; 
}"
"#include <stdio.h>

int main()
{
    int n, m, current, max_total=0;
    scanf(""%d %d"", &n, &m)
    int total[n]; //total[] contains the amount of toal gold in each door.
    for(int i=0;i<n;i++)
    {
        total[i]=0;
        for(int j=0;j<m;j++)
        {
            scanf(""%d"", &current);
            total[i]+=current
        }
        if(total[i]>max_total)
            max_total=total[i];
    }
    
    printf(""%d"", max_total);
    
    return 0;
}","#include <stdio.h>
int main()
{
    int n, m, current, max_total=0;
    scanf(""%d %d"", &n, &m);
    int total[n]; //total[] contains the amount of toal gold in each door.
    for(int i=0;i<n;i++)
    {
        total[i]=0;
        for(int j=0;j<m;j++)
        {
            scanf(""%d"", &current);
            total[i]+=current;
        }
        if(total[i]>max_total)
            max_total=total[i];
    }
    printf(""%d"", max_total);
    return 0;
}"
"#include<stdio.h>
int main()
{
    //input
    int num,arr[20];
    scanf(""%d\n"",&num);
    for(int a=0;a<num;a++)
    scanf(""%d "",&arr[a]);
    int max[20];
    int count=1,temp;
    for(int a=0;a<num;a++)
    {   
        temp=arr[a];
        for(int b=a+1;b<num;b++)
        if(arr[b]>temp)
        {   temp=arr[b];
            count++;
        }
        max[a]=count;
    }
    for(int a=0;a<num;a++)
    printf(""%d\n,max[a]);
    return 0;
}","#include<stdio.h>
int main()
{
    int num,arr[20];
    scanf(""%d\n"",&num);
    for(int a=0;a<num;a++)
    scanf(""%d "",&arr[a]);
    int max[20];
    int count=1,temp;
    for(int a=0;a<num;a++)
    {   
        temp=arr[a];
        for(int b=a+1;b<num;b++)
        if(arr[b]>temp)
        {   temp=arr[b];
            count++;
        }
        max[a]=count;
    }
    for(int a=0;a<num;a++)
    printf(""%d\n"",max[a]);
    return 0;
}"
"#include <stdio.h>
#include <math.h>
int main()
{
	float x1,x2,x3,y1,y2,y3;
	scanf(""%f %f\n"",&x1,&y1);
	scanf(""%f %f\n"",&x2,&y2);
	scanf(""%f %f\n"",&x3,&y3);
	float gx,sx,gy,sy;
	if(x1>x2)
	{
	    gx=x1;
	    sx=x2;
	}
	else
	{
	    gx=x2;
	    sx=x1;
	}
	if(y1>y2)
	{
	    gy=y1;
	    sy=y2;
	}
	else
	{
	    gy=y2;
	    sy=y1;
	}
	if(x3>sx&&x3<gx&&y3>sy&&y3<gy)
	    printf(""Point is inside the rectangle."");
	else
	{
	    if((x3>=sx&&x3<=gx&&(y3==y1||y3==y2))||(y3>=sy&&y3=<gy&&(x3==x2||x3==x1))||((x3==x1&&y3==y1)||(x3==x2&&y3==y2)))
	    {
	        printf(""Point is on the rectangle."");
	    }
	    else
	    {
	        printf(""Point is outside the rectangle."");
	    }
	}
	return 0;
}","#include <stdio.h>
#include <math.h>
int main()
{
	float x1,x2,x3,y1,y2,y3;
	scanf(""%f %f\n"",&x1,&y1);
	scanf(""%f %f\n"",&x2,&y2);
	scanf(""%f %f\n"",&x3,&y3);
	float gx,sx,gy,sy;
	if(x1>x2)
	{
	    gx=x1;
	    sx=x2;
	}
	else
	{
	    gx=x2;
	    sx=x1;
	}
	if(y1>y2)
	{
	    gy=y1;
	    sy=y2;
	}
	else
	{
	    gy=y2;
	    sy=y1;
	}
	if(x3>sx&&x3<gx&&y3>sy&&y3<gy)
	    printf(""Point is inside the rectangle."");
	else
	{
	    if((x3>=sx&&x3<=gx&&(y3==y1||y3==y2))||(y3>=sy&&y3<gy&&(x3==x2||x3==x1))||((x3==x1&&y3==y1)||(x3==x2&&y3==y2)))
	    {
	        printf(""Point is on the rectangle."");
	    }
	    else
	    {
	        printf(""Point is outside the rectangle."");
	    }
	}
	return 0;
}"
"#include <stdio.h>

int main()
{
    float cm,m,w,bmi;
    scanf(""%f %f"",&cm,&w);
    m=cm/100;
        bmi=w/(m*m);
    printf(""%0.2fm, %0.2fkg: BMI=%.2f\n"",m,w,bmi);
	if(bmi<18.5){
	    printf(""You have low weight"");
	}
	if(bmi<25 && bmi>=18.5){
	    printf(""You have normal weight"");
	    	}
	if(bmi<30 && bmi>=25){
	    printf(""Obesity (1st-degree)"");
	}
	if(bmi<35 && bmi>=30){
	    printf(""Obesity (2nd-degree)"");
	   
	}
	if(bmi<40 && bmi>=35){
	    printf(""Obesity (3rd-degree)"");
	}
	else(bmi>=40){
	    printf(""Obesity (4th-degree)"");
	    
	}


	return 0;
}","#include <stdio.h>
int main()
{
    float cm,m,w,bmi;
    scanf(""%f %f"",&cm,&w);
    m=cm/100;
        bmi=w/(m*m);
    printf(""%0.2f m, %0.2f kg: BMI=%.2f\n"",m,w,bmi);
	if(bmi<18.5){
	    printf(""You have low weight"");
	}
	if(bmi<25 && bmi>=18.5){
	    printf(""You have normal weight"");
	    	}
	if(bmi<30 && bmi>=25){
	    printf(""Obesity (1st-degree)"");
	}
	if(bmi<35 && bmi>=30){
	    printf(""Obesity (2nd-degree)"");
	}
	if(bmi<40 && bmi>=35){
	    printf(""Obesity (3rd-degree)"");
	}
	if(bmi>=40){
	    printf(""Obesity (4th-degree)"");
	}
	return 0;
}"
"#include <stdio.h>

int main()
{ int h,p,i,count;
 scanf(""%d""""%d"",&h,&p);
 int arr[p];
 for(i=0;i<p;i++){
     scanf(""%d"",&arr[i]);
 }
 
 for(i=0;(h>0&&i<n-1);i++){
    if (arr[i]<arr[i+1])
        continue;
    else
        h=h-(arr[i]-arr[i+1]);
    
    if(h==0){
        count++;
        printf(""No"");
    }
    
 }
 if(count!=0)
     printf(""Yes"");
 

    return 0; 
    
}","#include <stdio.h>
int main()
{ int h,p,i,count;
 scanf(""%d""""%d"",&h,&p);
 int arr[p];
 for(i=0;i<p;i++){
     scanf(""%d"",&arr[i]);
 }
 for(i=0;(h>0&&i<p-1);i++){
    if (arr[i]<arr[i+1])
        continue;
    else
        h=h-(arr[i]-arr[i+1]);
    if(h==0){
        count++;
        printf(""No"");
    }
 }
 if(count!=0)
     printf(""Yes"");
    return 0; 
}"
"#include <stdio.h>

int main(){
    int n;
    int c;
    int s1=0,s2=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++)
    {
        for(int j=1;j<=n;j++)
        {
          c=getchar();
          if((i==j) && (c-'0')==1)
          s1++;
          else if((i!=j)&&(c-'0')==0)
          s2++;
        }
    }
    if(s1==n && s2==n*n-n)
    printf(""GIVEN %d x %d matrix is an IDENTITY MATRIX""            ,n,n);
    else
    printf(""GIVEN %d x %d matrix is NOT an IDENTITY                  MATRIX"",n,n);)
    return 0;
}","#include <stdio.h>
int main(){
    int n;
    int c;
    int s1=0,s2=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++)
    {
        for(int j=1;j<=n;j++)
        {
          c=getchar();
          if((i==j) && (c-'0')==1)
          s1++;
          else if((i!=j)&&(c-'0')==0)
          s2++;
        }
    }
    if(s1==n && s2==n*n-n)
    printf(""GIVEN %d x %d matrix is an IDENTITY MATRIX""            ,n,n);
    else
    printf(""GIVEN %d x %d matrix is NOT an IDENTITY                  MATRIX"",n,n);
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	long int n;
	int i;
	scanf(""%ld"",&n);
	int *a;
	a=(int*)malloc(n*sizeof(int));
	for(i=0;i<n;i=i+1){
	    scanf(""%d"",(a+i));
	}
	i=0;
	j=n-1;
	while(i<n&&j>=0){
	    if(i<j){
	      if(a[i]>a[j]){
	        a[j-1]=a[j]+a[j-1];
	        j--;
	      }
	      else{
	        a[i+1]=a[i]+a[i+1];
	        i++;
	      }
	    }
	    else{
	        break;
	    }
	}
	printf(""%d %d"",i,n-j);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	long int n;
	int i,j;
	scanf(""%ld"",&n);
	int *a;
	a=(int*)malloc(n*sizeof(int));
	for(i=0;i<n;i=i+1){
	    scanf(""%d"",(a+i));
	}
	i=0;
	j=n-1;
	while(i<n&&j>=0){
	    if(i<j){
	      if(a[i]>a[j]){
	        a[j-1]=a[j]+a[j-1];
	        j--;
	      }
	      else{
	        a[i+1]=a[i]+a[i+1];
	        i++;
	      }
	    }
	    else{
	        break;
	    }
	}
	printf(""%d %ld"",i,n-j);
	return 0;
}"
"#include <stdio.h>

int main()
{
    int n,m,sum,gold,temp;
    scanf(""%d%d\n"",&n,&m);
    sum=0,gold=0;
    
    for(int i=1;i<=n;i++){
        
        for(int j=0;j<=m;j++){
            scanf(""%d"",&temp);
            sum=sum+temp
        }
        
        if(sum>gold) gold=sum;
        sum=0
    }
    
    printf(""%d"",gold);
    
    return 0;
}","#include <stdio.h>
int main()
{
    int n,m,sum,gold,temp;
    scanf(""%d%d\n"",&n,&m);
    sum=0,gold=0;
    for(int i=1;i<=n;i++){
        for(int j=0;j<=m;j++){
            scanf(""%d"",&temp);
            sum=sum+temp;
        }
        if(sum>gold) gold=sum;
        sum=0;
    }
    printf(""%d"",gold);
    return 0;
}"
"#include <stdio.h>

int main()
{
	int d,n;
	scanf(""%d%d"",&d,&n);
	int b[d];a[n];
	for(i=0;i<d;i++)
	{
	    scanf(""%d"",&b[i]);
	    a[i]=b[i];
	}
	for(j=d;j<n;j++)
	{
	    int sum=0;
	    
	    for(k=1;k<=d;k++)
	    {
	        sum=sum+a[j-k];
	    }
	    a[j]=sum;
	}printf(""%d"",a[n]);
	return 0;
}","#include <stdio.h>
int main()
{
	int d,n,i,j,k;
	scanf(""%d%d"",&d,&n);
	int b[d],a[n];
	for(i=0;i<d;i++)
	{
	    scanf(""%d"",&b[i]);
	    a[i]=b[i];
	}
	for(j=d;j<n;j++)
	{
	    int sum=0;
	    for(k=1;k<=d;k++)
	    {
	        sum=sum+a[j-k];
	    }
	    a[j]=sum;
	    printf(""%d"",a[j]);
	}printf(""%d"",a[n]);
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,num;
	scanf(""%d"",&num);
	int *list=(int *)malloc(num*sizeof(int ));
	for(i=0;i<num;i++) {
	    scanf(""%d"",&list[i]);
	}
	for(i=0;i<size;i++) {
	    printf(""%d "",timer[i]);
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int choco;
	scanf(""%d"",&choco);
	int timer[100000];
	int size,i=0;
	int num=getchar();
	while(num!='\0') {
	    num=getchar();
	    timer[i]=num;
	    i++;
	    size=i;
	}
	timer[size]='\0';
	for(i=0;i<size;i++) {
	    printf(""%d "",timer[i]);
	}
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,j,n;
	scanf(""%d"",&n);
	for (i=1;i<=n;i++){
	    for (j=(n+1)/2;(j<=(n+1)/2;j++){
	        printf(""%d"",j%10);
	    }
	    printf(""\n"");
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,j,n;
	scanf(""%d"",&n);
	for (i=1;i<=n;i++){
	    for (j=(n+1)/2;j<=(n+1)/2;j++){
	        printf(""%d"",j%10);
	    }
	    printf(""\n"");
	}
	return 0;
}"
